1763276415	8.4
1763280015	8.1
1763283614	8.8
1763290815	11.3
1763294420	12.5
1763301615	12
1763305215	11.2
1763308814	10.9
1763312416	9.9
1763316014	8.8
1763323213	7.4
1763326813	6.9
