1764500408	32.7
1764504011	32.4
1764507608	32.2
1764511208	31.8
1764514807	31.4
1764518408	30.6
1764522009	31
1764525608	30.6
1764529207	30.4
1764532808	29.7
1764536408	29.4
1764540010	29.1
