Day	AvgHumidity	AvgHeatIndexEffect
2025-11-09	80.8	-1.5499999523162842
2025-11-10	73.72727272727273	-2.281818324869329
2025-11-11	71.83333333333333	-3.2666664657493434
2025-11-12	64	-2.559999977052212
2025-11-13	44.4	-2.5600001335144045
2025-11-14	78.16666666666667	-0.9166669845581055
2025-11-15	56.1	-2.429999828338623
2025-11-16	59.583333333333336	-4.00000003973643
2025-11-17	80.625	-2.1500001549720764
2025-11-18	82.14285714285714	-1.3714286259242467
2025-11-19	75.33333333333333	-1.0333335399627686
2025-11-20	69	-2.39999942779541
2025-11-21	79	-1.6500005722045898
2025-11-22	93	0.5400001525878906
2025-11-23	79.66666666666667	-0.2000004450480143
2025-11-24	84.33333333333333	-0.016666571299235027
2025-11-25	63.333333333333336	-1.1666666666666667
2025-11-26	53.81818181818182	-3.063636389645663
2025-11-27	59.55555555555556	-2.5222223069932728
2025-11-28	42.5	-2.125000238418579
2025-11-29	77	-2.866666793823242
2025-11-30	70.33333333333333	-3.3250000874201455
2025-12-01	76	-2.7299999326467512
2025-12-02	83.0909090909091	-1.9818181991577148
2025-12-03	72	-1.699999941719903
2025-12-04	30	-2.549999237060547
